stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
1.0,1.0,1.0,1.0,18.0,468.0,547.0,13.0,553.0,572.0,2.0,622.0,579.0,661.0,651.0,6.0,52.0,52.0,52.0,52.0,1015.0,1125.0,1201.0,1312.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,13.0,434.0,468.0,12.0,495.0,532.0,6.0,559.0,577.0,597.0,606.0,16.0,80.0,80.0,80.0,80.0,902.0,1027.0,1136.0,1203.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,12.0,410.0,392.0,,,,,,,,,,34.0,,,,802.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,,,20.0,,,,60.0,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,0.0,,,,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,650.0,608.0,19.0,,,,43.0,,,,1258.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
1.0,1.0,1.0,1.0,1.0,439.0,494.0,25.0,536.0,549.0,4.0,588.0,582.0,693.0,655.0,22.0,16.0,16.0,16.0,16.0,933.0,1085.0,1170.0,1348.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,1.0,602.0,584.0,661.0,620.0,24.0,,,66.0,66.0,,,1186.0,1281.0,,,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0
1.0,1.0,1.0,1.0,14.0,472.0,528.0,19.0,571.0,495.0,12.0,622.0,543.0,657.0,603.0,2.0,59.0,59.0,59.0,59.0,1000.0,1066.0,1165.0,1260.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,2.0,2.0,2.0,3.0,393.0,384.0,,,,,,,,,,32.0,,,,777.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,2.0,2.0,424.0,459.0,9.0,490.0,493.0,18.0,564.0,541.0,,,,25.0,25.0,25.0,,883.0,983.0,1105.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
1.0,1.0,2.0,2.0,11.0,456.0,520.0,37.0,478.0,526.0,,,,,,,31.0,31.0,,,976.0,1004.0,,,0.0,0.0,,,1.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
1.0,1.0,1.0,1.0,11.0,424.0,463.0,14.0,490.0,505.0,17.0,586.0,615.0,614.0,583.0,13.0,75.0,75.0,75.0,75.0,887.0,995.0,1201.0,1197.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,15.0,470.0,506.0,23.0,564.0,515.0,33.0,631.0,620.0,693.0,672.0,15.0,51.0,51.0,51.0,51.0,976.0,1079.0,1251.0,1365.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,2.0,2.0,2.0,9.0,451.0,500.0,,,,,,,,,,3.0,,,,951.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,1.0,2.0,,,,,,,15.0,547.0,505.0,,,,,,34.0,,,,1052.0,,,,1.0,,,,0.0,,,,,0.0,,,0.0,
1.0,1.0,1.0,1.0,5.0,,,2.0,471.0,493.0,15.0,533.0,520.0,,,29.0,35.0,34.0,34.0,36.0,,964.0,1053.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,2.0,,,614.0,608.0,10.0,,,35.0,35.0,,,,1222.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,2.0,1.0,2.0,,,,,,,17.0,,,,,,,,51.0,,,,,,,,0.0,,,,0.0,,1.0,0.0,0.0,0.0,,,0.0,
1.0,2.0,2.0,2.0,15.0,500.0,547.0,,,,,,,,,,51.0,,,,1047.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,1.0,2.0,2.0,,,,12.0,558.0,523.0,,,,,,,,23.0,,,,1081.0,,,,1.0,,,,0.0,,,0.0,1.0,0.0,1.0,,0.0,,
1.0,1.0,2.0,2.0,12.0,514.0,559.0,15.0,604.0,653.0,,,,,,,10.0,10.0,,,1073.0,1257.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,2.0,1.0,2.0,,,,,,,10.0,533.0,490.0,,,,,,21.0,,,,1023.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,0.0,,,1.0,
1.0,1.0,1.0,1.0,6.0,434.0,506.0,11.0,488.0,512.0,15.0,602.0,556.0,616.0,599.0,5.0,13.0,13.0,13.0,13.0,940.0,1000.0,1158.0,1215.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
2.0,2.0,1.0,2.0,,,,,,,,555.0,526.0,,,,,,24.0,,,,1081.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,0.0,,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,636.0,604.0,2.0,,,,29.0,,,,1240.0,,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,1.0,1.0,1.0,8.0,419.0,449.0,3.0,530.0,553.0,12.0,643.0,593.0,680.0,672.0,14.0,78.0,78.0,78.0,78.0,868.0,1083.0,1236.0,1352.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,,,,14.0,651.0,592.0,18.0,709.0,648.0,680.0,684.0,36.0,,10.0,10.0,10.0,,1243.0,1357.0,1364.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,12.0,487.0,567.0,17.0,571.0,574.0,633.0,,5.0,,51.0,51.0,51.0,,1054.0,1145.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,2.0,1.0,2.0,,,,,,,4.0,684.0,699.0,,,,,,71.0,,,,1383.0,,,,1.0,,,,0.0,,1.0,0.0,0.0,0.0,,,,
1.0,2.0,1.0,1.0,13.0,421.0,468.0,,,,14.0,596.0,579.0,610.0,616.0,29.0,60.0,,60.0,60.0,889.0,,1175.0,1226.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
2.0,1.0,1.0,2.0,,,,11.0,487.0,512.0,18.0,,,,,,,35.0,35.0,,,999.0,,,,1.0,1.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,
1.0,2.0,2.0,2.0,8.0,443.0,478.0,,,,,,,,,,41.0,,,,921.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,2.0,2.0,2.0,9.0,422.0,449.0,,,,,,,,,,18.0,,,,871.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,,,
1.0,2.0,2.0,2.0,3.0,382.0,434.0,,,,,,,,,,7.0,,,,816.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,20.0,468.0,547.0,32.0,651.0,572.0,9.0,684.0,699.0,,,13.0,12.0,12.0,12.0,12.0,1015.0,1223.0,1383.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,2.0,410.0,473.0,15.0,512.0,549.0,5.0,637.0,626.0,650.0,614.0,31.0,39.0,39.0,39.0,39.0,883.0,1061.0,1263.0,1264.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,8.0,413.0,473.0,,,,,,,,,,66.0,,,,886.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,1.0,1.0,1.0,10.0,,,1.0,505.0,542.0,2.0,568.0,570.0,585.0,596.0,8.0,68.0,68.0,68.0,68.0,,1047.0,1138.0,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,2.0,456.0,463.0,18.0,503.0,557.0,15.0,564.0,603.0,604.0,614.0,15.0,76.0,77.0,77.0,77.0,919.0,1060.0,1167.0,1218.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,1.0,2.0,2.0,,,,12.0,454.0,497.0,,,,,,,,59.0,,,,951.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,6.0,428.0,468.0,0.0,475.0,493.0,1.0,545.0,540.0,588.0,562.0,14.0,31.0,31.0,31.0,31.0,896.0,968.0,1085.0,1150.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,18.0,445.0,536.0,,,,,,,,,,25.0,,,,981.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,2.0,2.0,2.0,12.0,413.0,454.0,,,,,,,,,,72.0,,,,867.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,2.0,9.0,455.0,506.0,13.0,629.0,538.0,0.0,,,,,,7.0,7.0,68.0,,961.0,1167.0,,,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
2.0,1.0,1.0,1.0,,,,0.0,651.0,584.0,20.0,669.0,632.0,631.0,684.0,28.0,,77.0,77.0,77.0,,1235.0,1301.0,1315.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,16.0,424.0,444.0,,,,,,,,,,22.0,,,,868.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,
2.0,1.0,2.0,2.0,,,,21.0,527.0,512.0,,,,,,,,63.0,,,,1039.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,1.0,,
1.0,1.0,2.0,2.0,0.0,418.0,423.0,14.0,416.0,470.0,,,,,,,31.0,31.0,,,841.0,886.0,,,0.0,0.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
1.0,2.0,2.0,2.0,12.0,416.0,429.0,,,,,,,,,,54.0,,,,845.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,1.0,1.0,1.0,21.0,411.0,449.0,4.0,501.0,510.0,29.0,591.0,603.0,636.0,636.0,11.0,56.0,56.0,56.0,56.0,860.0,1011.0,1194.0,1272.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,2.0,,,,0.0,,557.0,18.0,,,,,,,70.0,70.0,,,,,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,0.0,
1.0,1.0,1.0,2.0,3.0,436.0,484.0,1.0,483.0,510.0,12.0,555.0,607.0,,,,44.0,44.0,44.0,,920.0,993.0,1162.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,
1.0,1.0,2.0,2.0,6.0,393.0,354.0,12.0,447.0,468.0,,,,,,,50.0,50.0,,,747.0,915.0,,,1.0,1.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,1.0,,
1.0,1.0,1.0,1.0,11.0,439.0,513.0,9.0,514.0,562.0,12.0,588.0,620.0,654.0,659.0,21.0,15.0,15.0,15.0,15.0,952.0,1076.0,1208.0,1313.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,,,,4.0,490.0,510.0,9.0,559.0,550.0,593.0,586.0,15.0,,51.0,51.0,51.0,,1000.0,1109.0,1179.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0
1.0,1.0,2.0,2.0,11.0,450.0,513.0,1.0,533.0,515.0,,,,,,,37.0,37.0,,,963.0,1048.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
1.0,1.0,1.0,1.0,18.0,402.0,454.0,18.0,477.0,512.0,7.0,530.0,550.0,592.0,612.0,8.0,25.0,25.0,25.0,25.0,856.0,989.0,1080.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,2.0,3.0,407.0,399.0,,,,,,,,,,53.0,,,,806.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,1.0,1.0,1.0,,,,5.0,478.0,512.0,9.0,542.0,530.0,587.0,567.0,2.0,,29.0,29.0,29.0,,990.0,1072.0,1154.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,7.0,439.0,506.0,1.0,453.0,486.0,,560.0,603.0,573.0,576.0,0.0,28.0,28.0,28.0,28.0,945.0,939.0,1163.0,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,13.0,405.0,423.0,,,,,,,,,,74.0,,,,828.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
2.0,1.0,1.0,1.0,,,,14.0,483.0,557.0,19.0,,,631.0,624.0,19.0,,53.0,54.0,54.0,,1040.0,,1255.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0
1.0,1.0,1.0,1.0,8.0,461.0,536.0,13.0,571.0,523.0,15.0,599.0,574.0,629.0,648.0,13.0,49.0,49.0,49.0,49.0,997.0,1094.0,1173.0,1277.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,2.0,2.0,2.0,14.0,443.0,520.0,,,,,,,,,,42.0,,,,963.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,1.0,2.0,2.0,14.0,413.0,473.0,18.0,482.0,529.0,,,,,,,36.0,36.0,,,886.0,1011.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,1.0,2.0,2.0,,,,13.0,445.0,477.0,,,,,,,,19.0,,,,922.0,,,,1.0,,,,0.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,549.0,535.0,14.0,,,,44.0,,,,1084.0,,,,0.0,,,,0.0,0.0,1.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,15.0,411.0,468.0,7.0,487.0,523.0,18.0,557.0,556.0,597.0,604.0,24.0,7.0,7.0,7.0,7.0,879.0,1010.0,1113.0,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,6.0,422.0,412.0,2.0,471.0,493.0,9.0,560.0,507.0,610.0,624.0,26.0,16.0,16.0,16.0,16.0,834.0,964.0,1067.0,1234.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,9.0,433.0,,,,,,,,,,,22.0,,,,,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,
2.0,2.0,1.0,1.0,,,,,,,10.0,582.0,582.0,631.0,642.0,22.0,,,8.0,8.0,,,1164.0,1273.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0
1.0,1.0,1.0,1.0,4.0,398.0,439.0,12.0,,481.0,6.0,505.0,538.0,560.0,604.0,16.0,80.0,80.0,80.0,80.0,837.0,,1043.0,1164.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,9.0,436.0,528.0,23.0,553.0,601.0,23.0,608.0,593.0,639.0,659.0,21.0,3.0,3.0,3.0,3.0,964.0,1154.0,1201.0,1298.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,2.0,544.0,529.0,9.0,611.0,574.0,624.0,601.0,28.0,,20.0,20.0,20.0,,1073.0,1185.0,1225.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0
2.0,2.0,1.0,1.0,,,,,,,12.0,,,,,9.0,,,36.0,36.0,,,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,1.0,2.0,2.0,6.0,419.0,463.0,5.0,468.0,520.0,,,,,,,2.0,2.0,,,882.0,988.0,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
1.0,1.0,1.0,2.0,11.0,467.0,528.0,37.0,499.0,535.0,0.0,573.0,579.0,,,,31.0,31.0,31.0,,995.0,1034.0,1152.0,,0.0,0.0,0.0,,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,2.0,5.0,419.0,444.0,19.0,509.0,545.0,18.0,523.0,548.0,,,,64.0,64.0,64.0,,863.0,1054.0,1071.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,
1.0,2.0,2.0,2.0,14.0,,,,,,,,,,,,73.0,,,,,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,2.0,1.0,2.0,8.0,,,,,,1.0,514.0,522.0,,,,16.0,,16.0,,,,1036.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,1.0,1.0,,1.0,
1.0,1.0,1.0,1.0,11.0,478.0,494.0,11.0,540.0,481.0,7.0,631.0,572.0,654.0,645.0,17.0,49.0,49.0,49.0,49.0,972.0,1021.0,1203.0,1299.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,2.0,,,,12.0,490.0,526.0,17.0,536.0,536.0,,,,,51.0,51.0,,,1016.0,1072.0,,,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
2.0,2.0,1.0,1.0,,,,,,,5.0,586.0,541.0,612.0,559.0,20.0,,,23.0,23.0,,,1127.0,1171.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0
1.0,1.0,1.0,1.0,2.0,428.0,489.0,9.0,507.0,472.0,18.0,566.0,548.0,569.0,589.0,18.0,25.0,25.0,25.0,25.0,917.0,979.0,1114.0,1158.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,1.0,407.0,454.0,15.0,495.0,520.0,,,,,,,37.0,37.0,,,861.0,1015.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,1.0,,
2.0,1.0,2.0,2.0,,,,14.0,459.0,512.0,,,,,,,,31.0,,,,971.0,,,,0.0,,,,0.0,,,0.0,1.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,4.0,448.0,576.0,8.0,487.0,545.0,9.0,520.0,603.0,573.0,626.0,9.0,13.0,13.0,13.0,13.0,1024.0,1032.0,1123.0,1199.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
1.0,1.0,1.0,1.0,8.0,436.0,536.0,14.0,553.0,557.0,8.0,584.0,620.0,618.0,639.0,11.0,72.0,72.0,72.0,72.0,972.0,1110.0,1204.0,1257.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,4.0,599.0,557.0,620.0,655.0,19.0,,,24.0,24.0,,,1156.0,1275.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0
2.0,1.0,1.0,2.0,,,,11.0,463.0,493.0,18.0,,,,,,,78.0,78.0,,,956.0,,,,0.0,0.0,,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,1.0,
1.0,1.0,1.0,1.0,8.0,450.0,473.0,29.0,503.0,515.0,33.0,577.0,603.0,582.0,606.0,2.0,4.0,4.0,4.0,4.0,923.0,1018.0,1180.0,1188.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,8.0,,,,,,,,,,13.0,,,,,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
2.0,1.0,2.0,2.0,,,,15.0,423.0,446.0,,,,,,,,8.0,,,,869.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,
2.0,2.0,1.0,1.0,,,,,,,13.0,552.0,568.0,582.0,593.0,,,,23.0,23.0,,,1120.0,1175.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
1.0,2.0,2.0,2.0,5.0,424.0,494.0,,,,,,,,,,60.0,,,,918.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,2.0,2.0,8.0,408.0,423.0,7.0,434.0,477.0,,,,,,,5.0,5.0,,,831.0,911.0,,,0.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
2.0,2.0,1.0,1.0,,,,,,,7.0,569.0,520.0,600.0,586.0,17.0,,,44.0,44.0,,,1089.0,1186.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,636.0,678.0,12.0,,,,79.0,,,,1314.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,2.0,2.0,,,,23.0,487.0,505.0,,,,,,,,21.0,,,,992.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
1.0,1.0,1.0,1.0,12.0,554.0,602.0,1.0,629.0,592.0,18.0,669.0,599.0,702.0,711.0,21.0,52.0,52.0,52.0,52.0,1156.0,1221.0,1268.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,7.0,554.0,522.0,554.0,558.0,8.0,,,25.0,25.0,,,1076.0,1112.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,2.0,2.0,2.0,13.0,503.0,602.0,,,,,,,,,,11.0,,,,1105.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,1.0,2.0,2.0,13.0,445.0,434.0,4.0,447.0,458.0,,,,,,,66.0,66.0,,,879.0,905.0,,,0.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
1.0,1.0,2.0,2.0,6.0,419.0,478.0,3.0,463.0,479.0,,,,,,,26.0,26.0,,,897.0,942.0,,,0.0,0.0,,,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0,1.0,,
1.0,1.0,2.0,2.0,12.0,425.0,478.0,17.0,509.0,553.0,,,,,,,79.0,79.0,,,903.0,1062.0,,,1.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,1.0,1.0,1.0,,,,8.0,516.0,549.0,1.0,562.0,599.0,606.0,610.0,8.0,,46.0,46.0,46.0,,1065.0,1161.0,1216.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,12.0,520.0,531.0,,,2.0,,,29.0,29.0,,,1051.0,,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0
2.0,1.0,1.0,1.0,,,,12.0,604.0,549.0,5.0,650.0,559.0,661.0,622.0,27.0,,52.0,52.0,52.0,,1153.0,1209.0,1283.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,0.0,408.0,444.0,,,,,,,,,,46.0,,,,852.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,0.0,,,
1.0,2.0,2.0,2.0,4.0,425.0,449.0,,,,,,,,,,80.0,,,,874.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
2.0,1.0,2.0,2.0,,,,31.0,571.0,542.0,,,,,,,,32.0,,,,1113.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,1.0,1.0,1.0,,,,15.0,503.0,515.0,20.0,545.0,523.0,554.0,546.0,20.0,,60.0,60.0,60.0,,1018.0,1068.0,1100.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,20.0,434.0,494.0,9.0,629.0,627.0,5.0,643.0,620.0,633.0,626.0,3.0,3.0,3.0,3.0,3.0,928.0,1256.0,1263.0,1259.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,21.0,428.0,520.0,2.0,530.0,549.0,2.0,566.0,561.0,,,10.0,23.0,23.0,23.0,23.0,948.0,1079.0,1127.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,9.0,425.0,484.0,7.0,629.0,526.0,10.0,622.0,620.0,675.0,663.0,7.0,53.0,53.0,53.0,53.0,909.0,1155.0,1242.0,1338.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
